interpro_id	all_genes_with	all_genes_without	test_genes_with	test_genes_without	fra_all_genes_with	fra_test_genes_with	chisq_statistic	chisq_df	chisq_p	interpro_description	pos_neg	p.adj
IPR018795	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Uncharacterized protein KIAA2013-like	negative	1
IPR018800	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Proline-rich protein PRCC	negative	1
IPR018808	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Muniscin, C-terminal	negative	1
IPR018816	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Splicing factor cactin, central domain	negative	1
IPR018834	2	31417	1	7826	6.36557497055922e-05	0.000127762872109365	2.68836078854197e-25	1	0.999999999999586	DNA/RNA-binding domain, Est1-type	negative	1
IPR018846	2	31417	0	7827	6.36557497055922e-05	0	4.21992207482755e-25	1	0.999999999999482	Cleavage/polyadenylation specificity factor, A subunit, N-terminal	negative	1
IPR018863	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Bridge-like lipid transfer protein family member 1, C-terminal	negative	1
IPR018888	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Uncharacterised protein family UPF0561	negative	1
IPR018908	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Putative transmembrane family 234	negative	1
IPR018933	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	Netrin module, non-TIMP type	negative	1
IPR018935	3	31416	0	7827	9.54836245583882e-05	0	0.0201766332056444	1	0.887044874942157	RIO kinase, conserved site	negative	1
IPR018936	5	31414	0	7827	0.00015913937426398	0	0.309671481272178	1	0.577881847533104	Phosphatidylinositol 3/4-kinase, conserved site	negative	1
IPR018937	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Membrane magnesium transporter	negative	1
IPR018940	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	Elongation factor 1 beta central acidic region, eukaryote	negative	1
IPR018955	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	Branched-chain alpha-ketoacid dehydrogenase kinase/Pyruvate dehydrogenase kinase, N-terminal	negative	1
IPR018957	11	31408	1	7826	0.000350106623380757	0.000127762872109365	0.41654681349183	1	0.518665165850937	Zinc finger, C3HC4 RING-type	negative	1
IPR018967	2	31417	1	7826	6.36557497055922e-05	0.000127762872109365	2.68836078854197e-25	1	0.999999999999586	Iron-binding zinc finger, CDGSH type	negative	1
IPR018974	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Tex-like protein, N-terminal	negative	1
IPR018978	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Ribosome maturation protein SDO1/SBDS, central domain	negative	1
IPR018979	8	31411	5	7822	0.000254622998822369	0.000638814360546825	1.75333971362707	1	0.185457434118499	FERM, N-terminal	negative	1
IPR018980	7	31412	5	7822	0.000222795123969573	0.000638814360546825	2.3173750417373	1	0.127935758261104	FERM, C-terminal PH-like domain	negative	1
IPR018982	2	31417	0	7827	6.36557497055922e-05	0	4.21992207482755e-25	1	0.999999999999482	RQC domain	negative	1
IPR018983	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	U3 small nucleolar RNA-associated protein 15, C-terminal	negative	1
IPR018998	2	31417	2	7825	6.36557497055922e-05	0.00025552574421873	0.772300871409216	1	0.379506199200264	EndoU ribonuclease, C-terminal	negative	1
IPR018999	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	RNA helicase UPF1, Cys/His rich zinc-binding domain	negative	1
IPR019002	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Ribosome biogenesis protein Nop16	negative	1
IPR019007	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	WW domain binding protein 11	negative	1
IPR019010	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	Eukaryotic translation initiation factor 3 subunit E, N-terminal	negative	1
IPR019012	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	RNA cap guanine-N2 methyltransferase	negative	1
IPR019018	2	31417	1	7826	6.36557497055922e-05	0.000127762872109365	2.68836078854197e-25	1	0.999999999999586	Rab-binding domain FIP-RBD	negative	1
IPR019034	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Uncharacterised protein family UPF0390	negative	1
IPR019038	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	DNA polymerase delta subunit 3	negative	1
IPR019049	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Nucleoporin protein Ndc1-Nup	negative	1
IPR019050	2	31417	0	7827	6.36557497055922e-05	0	4.21992207482755e-25	1	0.999999999999482	FDF domain	negative	1
IPR019095	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Mediator complex, subunit Med18	negative	1
IPR019103	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Aspartic peptidase, DDI1-type	negative	1
IPR019128	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Sister chromatid cohesion protein Dcc1	negative	1
IPR019129	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Folate-sensitive fragile site protein Fra10Ac1	negative	1
IPR019130	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Macoilin	negative	1
IPR019131	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Cortactin-binding protein-2, N-terminal	negative	1
IPR019134	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Splicing factor Cactin, C-terminal	negative	1
IPR019139	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Leucine-rich repeat flightless-interacting protein 1/2	negative	1
IPR019141	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Protein of unknown function DUF2045	negative	1
IPR019142	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Dymeclin	negative	1
IPR019143	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	JNK/Rab-associated protein-1, N-terminal	negative	1
IPR019144	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Membralin	negative	1
IPR019145	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Mediator complex, subunit Med10	negative	1
IPR019147	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Suppressor of white apricot, N-terminal domain	negative	1
IPR019149	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Alpha/beta hydrolase domain-containing protein 18	negative	1
IPR019150	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Vesicle transport protein, Use1	negative	1
IPR019160	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Exocyst complex component Sec3, coiled-coil	negative	1
IPR019164	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Transmembrane protein 147	negative	1
IPR019166	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	MICOS complex subunit MIC26/MIC27	negative	1
IPR019168	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Nuclear envelope phosphatase-regulatory subunit 1	negative	1
IPR019169	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Transmembrane protein 26	negative	1
IPR019170	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Meckelin	negative	1
IPR019172	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Osteopetrosis-associated transmembrane protein 1 precursor	negative	1
IPR019173	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	NADH:ubiquinone oxidoreductase, NDUFB5/SGDH subunit	negative	1
IPR019174	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	NADH dehydrogenase 1, beta subcomplex, subunit 6	negative	1
IPR019175	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Prp31 C-terminal	negative	1
IPR019176	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Cytochrome B561-related	negative	1
IPR019177	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Golgin subfamily A member 5	negative	1
IPR019178	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Phosphatidylinositol 4,5-bisphosphate 4-phosphatase	negative	1
IPR019180	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Oxidoreductase-like, N-terminal	negative	1
IPR019183	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	N-alpha-acetyltransferase 25, NatB auxiliary subunit	negative	1
IPR019184	2	31417	0	7827	6.36557497055922e-05	0	4.21992207482755e-25	1	0.999999999999482	Uncharacterised protein family, transmembrane-17	negative	1
IPR019185	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Integral membrane protein SYS1-related	negative	1
IPR019188	2	31417	0	7827	6.36557497055922e-05	0	4.21992207482755e-25	1	0.999999999999482	snRNA-activating protein complex subunit 1	negative	1
IPR019189	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Large ribosomal subunit protein mL41	negative	1
IPR019192	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Large ribosomal subunit protein mL40	negative	1
IPR019193	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Ubiquitin-conjugating enzyme E2-binding protein	negative	1
IPR019194	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Transcription elongation factor Eaf, N-terminal	negative	1
IPR019258	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Mediator complex, subunit Med4	negative	1
IPR019265	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	RNA transcription, translation and transport factor protein	negative	1
IPR019266	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Small ribosomal subunit protein mS27	negative	1
IPR019269	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Biogenesis of lysosome-related organelles complex-1, subunit 2	negative	1
IPR019273	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	Lunapark domain	negative	1
IPR019309	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	WASH complex subunit 3	negative	1
IPR019317	2	31417	0	7827	6.36557497055922e-05	0	4.21992207482755e-25	1	0.999999999999482	Membrane protein BRI3	negative	1
IPR019318	3	31416	0	7827	9.54836245583882e-05	0	0.0201766332056444	1	0.887044874942157	Guanine nucleotide exchange factor, Ric8	negative	1
IPR019319	2	31417	0	7827	6.36557497055922e-05	0	4.21992207482755e-25	1	0.999999999999482	Plasminogen receptor (KT)	negative	1
IPR019320	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	BLOC-1-related complex subunit 8	negative	1
IPR019321	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Nucleoporin Nup88	negative	1
IPR019322	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Mitochondrial import inner membrane translocase subunit Tim29	negative	1
IPR019323	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	Active zone protein ELKS	negative	1
IPR019324	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	M-phase phosphoprotein 6	negative	1
IPR019329	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	NADH:ubiquinone oxidoreductase, ESSS subunit	negative	1
IPR019330	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	LRP chaperone MESD	negative	1
IPR019331	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	FAM192A/Fyv6, N-terminal	negative	1
IPR019332	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	Organic solute carrier protein 1	negative	1
IPR019333	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Integrator complex subunit 3, N-terminal	negative	1
IPR019334	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Transmembrane protein 170	negative	1
IPR019339	2	31417	0	7827	6.36557497055922e-05	0	4.21992207482755e-25	1	0.999999999999482	CBF1-interacting co-repressor CIR, N-terminal domain	negative	1
IPR019342	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	NADH:ubiquinone oxidoreductase, iron-sulphur subunit 5	negative	1
IPR019344	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	Mitochondrial F1-F0 ATP synthase subunit F, predicted	negative	1
IPR019345	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	ARMET, C-terminal	negative	1
IPR019354	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Nonsense-mediated mRNA decay factor SMG8-like	negative	1
IPR019355	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Cell cycle regulator Mat89Bb	negative	1
IPR019358	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	NEMP family	negative	1
IPR019361	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Histone PARylation factor 1	negative	1
IPR019363	2	31417	2	7825	6.36557497055922e-05	0.00025552574421873	0.772300871409216	1	0.379506199200264	Lipid droplet-associated hydrolase	negative	1
IPR019364	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Mediator complex, subunit Med8, fungi/metazoa	negative	1
IPR019365	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	TVP18/Calcium channel flower	negative	1
IPR019366	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Clusterin-associated protein-1	negative	1
IPR019367	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	PDZ-binding protein, CRIPT	negative	1
IPR019368	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Small ribosomal subunit protein mS29	negative	1
IPR019371	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	KxDL domain	negative	1
IPR019374	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Small ribosomal subunit protein mS22	negative	1
IPR019376	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Myeloid leukemia factor	negative	1
IPR019377	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	NADH-ubiquinone oxidoreductase, subunit 10	negative	1
IPR019378	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	GDP-fucose protein O-fucosyltransferase	negative	1
IPR019381	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Phosphofurin acidic cluster sorting protein 1	negative	1
IPR019382	2	31417	1	7826	6.36557497055922e-05	0.000127762872109365	2.68836078854197e-25	1	0.999999999999586	Translation initiation factor 3 complex subunit L	negative	1
IPR019383	2	31417	0	7827	6.36557497055922e-05	0	4.21992207482755e-25	1	0.999999999999482	Golgin subfamily A member 7/ERF4	negative	1
IPR019384	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	FHF complex subunit HOOK interacting protein	negative	1
IPR019385	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Phosphorylated adapter RNA export protein, RNA-binding domain	negative	1
IPR019387	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	SAYSvFN domain	negative	1
IPR019388	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Fat storage-inducing transmembrane protein	negative	1
IPR019391	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	Storkhead-box protein, winged-helix domain	negative	1
IPR019392	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Mitoguardin	negative	1
IPR019393	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	WASH complex, subunit strumpellin	negative	1
IPR019394	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Testis-specific protein TEX28/transmembrane and coiled-coil domains protein	negative	1
IPR019396	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	Transmembrane Fragile-X-F-associated protein	negative	1
IPR019397	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Uncharacterised protein family TMEM39	negative	1
IPR019398	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Pre-rRNA-processing protein TSR2	negative	1
IPR019399	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Parkin co-regulated protein	negative	1
IPR019400	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Peptidase C65, otubain	negative	1
IPR019401	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	Zinc finger, CHCC-type	negative	1
IPR019402	3	31416	1	7826	9.54836245583882e-05	0.000127762872109365	4.81587351127405e-26	1	0.999999999999825	Frag1/DRAM/Sfk1	negative	1
IPR019403	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Mediator complex, subunit Med19, metazoa	negative	1
IPR019404	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Mediator complex, subunit Med11	negative	1
IPR019406	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Aprataxin and PNK-like factor, PBZ domain	negative	1
IPR019408	14	31405	3	7824	0.000445590247939145	0.000383288616328095	5.66013787616931e-26	1	0.99999999999981	7TM GPCR, serpentine receptor class ab (Srab)	negative	1
IPR019410	3	31416	0	7827	9.54836245583882e-05	0	0.0201766332056444	1	0.887044874942157	Lysine methyltransferase	negative	1
IPR019412	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	Inclusion body clearance protein Iml2/Tetratricopeptide repeat protein 39	negative	1
IPR019414	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	RNA polymerase II assembly factor Rtp1, C-terminal domain 2	negative	1
IPR019420	6	31413	0	7827	0.000190967249116776	0	0.506632106173702	1	0.476600437341548	7TM GPCR, serpentine receptor class bc (Srbc)	negative	1
IPR019421	28	31391	3	7824	0.00089118049587829	0.000383288616328095	1.454964996061	1	0.227732944731909	7TM GPCR, serpentine receptor class d (Srd)	negative	1
IPR019422	7	31412	0	7827	0.000222795123969573	0	0.718518045788887	1	0.396630447610179	7TM GPCR, serpentine receptor class h (Srh)	negative	1
IPR019423	2	31417	0	7827	6.36557497055922e-05	0	4.21992207482755e-25	1	0.999999999999482	7TM GPCR, serpentine receptor class j (Srj)	negative	1
IPR019424	9	31410	2	7825	0.000286450873675165	0.00025552574421873	2.28849768666885e-26	1	0.999999999999879	Serpentine type 7TM GPCR chemoreceptor Srsx	negative	1
IPR019425	5	31414	0	7827	0.00015913937426398	0	0.309671481272178	1	0.577881847533104	7TM GPCR, serpentine receptor class t (Srt)	negative	1
IPR019426	17	31402	0	7827	0.000541073872497533	0	3.07930960343733	1	0.0792941787066636	7TM GPCR, serpentine receptor class v (Srv)	negative	1
IPR019427	16	31403	2	7825	0.000509245997644737	0.00025552574421873	0.413464135680756	1	0.520216463000698	7TM GPCR, serpentine receptor class w (Srw)	negative	1
IPR019428	12	31407	1	7826	0.000381934498233553	0.000127762872109365	0.575390784395446	1	0.448124678851268	7TM GPCR, serpentine receptor class r (Str)	negative	1
IPR019429	6	31413	0	7827	0.000190967249116776	0	0.506632106173702	1	0.476600437341548	7TM GPCR, serpentine chemoreceptor class i (Sri)	negative	1
IPR019430	29	31390	0	7827	0.000923008370731086	0	6.03372218458189	1	0.0140351067365362	7TM GPCR, serpentine receptor class x (Srx)	negative	1
IPR019438	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Queuosine salvage protein family	negative	1
IPR019440	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Chromatid cohesion factor MAU2	negative	1
IPR019441	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	FMP27/BLTP2/Hobbit, GFWDK motif-containing RBG unit	negative	1
IPR019442	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	THADA/TRM732, DUF2428	negative	1
IPR019443	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	BLTP2/FMP27/Hobbit, C-terminal	negative	1
IPR019447	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	DNA/RNA-binding protein Kin17, WH-like domain	negative	1
IPR019448	2	31417	0	7827	6.36557497055922e-05	0	4.21992207482755e-25	1	0.999999999999482	NT-type C2 domain	negative	1
IPR019451	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	RNA polymerase II assembly factor Rtp1, C-terminal	negative	1
IPR019458	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	Telomerase activating protein Est1-like, N-terminal	negative	1
IPR019460	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Autophagy-related protein 11, C-terminal	negative	1
IPR019464	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	RNA polymerase II elongation factor ELL, N-terminal	negative	1
IPR019465	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Conserved oligomeric Golgi complex subunit 5	negative	1
IPR019468	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	Adenylosuccinate lyase C-terminal	negative	1
IPR019473	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Transcription factor TFIID, subunit 8, C-terminal	negative	1
IPR019479	2	31417	0	7827	6.36557497055922e-05	0	4.21992207482755e-25	1	0.999999999999482	Peroxiredoxin, C-terminal	negative	1
IPR019481	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Transcription factor TFIIIC, triple barrel domain	negative	1
IPR019489	5	31414	1	7826	0.00015913937426398	0.000127762872109365	1.26628631481677e-24	1	0.999999999999102	Clp ATPase, C-terminal	negative	1
IPR019520	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Small ribosomal subunit protein mS23, metazoa	negative	1
IPR019530	2	31417	1	7826	6.36557497055922e-05	0.000127762872109365	2.68836078854197e-25	1	0.999999999999586	Intra-flagellar transport protein 57	negative	1
IPR019531	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	Peroxisomal membrane protein 4	negative	1
IPR019533	2	31417	0	7827	6.36557497055922e-05	0	4.21992207482755e-25	1	0.999999999999482	Peptidase S26	negative	1
IPR019539	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	Galactokinase, N-terminal domain	negative	1
IPR019542	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Enhancer of polycomb-like, N-terminal	negative	1
IPR019543	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	Beta-amyloid precursor protein C-terminal	negative	1
IPR019544	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Tetratricopeptide, SHNi-TPR domain	negative	1
IPR019545	2	31417	1	7826	6.36557497055922e-05	0.000127762872109365	2.68836078854197e-25	1	0.999999999999586	DM13 domain	negative	1
IPR019547	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	Lipid desaturase domain	negative	1
IPR019548	1	31418	0	7827	3.18278748527961e-05	0	2.10996103741377e-25	1	0.999999999999634	CTF transcription factor/nuclear factor 1, N-terminal	negative	1
IPR019554	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	Soluble ligand binding domain	negative	1
IPR019559	15	31404	0	7827	0.000477418122791941	0	2.59301424006365	1	0.107335892284053	Cullin protein, neddylation domain	negative	1
IPR019560	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	Mitochondrial 18kDa protein	negative	1
IPR019561	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	Translocon Sec61/SecY, plug domain	negative	1
IPR019568	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	Rapsyn, myristoylation/linker region, N-terminal	negative	1
IPR019575	1	31418	1	7826	3.18278748527961e-05	0.000127762872109365	0.0320307156871852	1	0.857960260216847	NADH-ubiquinone oxidoreductase 51kDa subunit, iron-sulphur binding domain	negative	1
IPR019576	4	31415	1	7826	0.000127311499411184	0.000127762872109365	2.68295482200928e-29	1	0.999999999999996	Pyridoxine 5-phosphate oxidase, dimerisation, C-terminal
Sp34_30251300.t1	IPR019740	Pyridoxamine 5-phosphate oxidase, conserved site	negative	1
IPR019576	4	31415	1	7826	0.000127311499411184	0.000127762872109365	2.68295482200928e-29	1	0.999999999999996	Pyridoxine 5-phosphate oxidase, dimerisation, C-terminal
Sp34_30251800.t1	IPR019740	Pyridoxamine 5-phosphate oxidase, conserved site	negative	1
IPR019576	4	31415	1	7826	0.000127311499411184	0.000127762872109365	2.68295482200928e-29	1	0.999999999999996	Pyridoxine 5-phosphate oxidase, dimerisation, C-terminal
Sp34_30251000.t1	IPR019740	Pyridoxamine 5-phosphate oxidase, conserved site	negative	1
