R148.2	IPR024135	Ragulator complex protein LAMTOR5
R148.5a	IPR006020	PTB/PI domain
R148.6	IPR003172	MD-2-related lipid-recognition domain
R148.6	IPR014756	Immunoglobulin E-set
R148.6	IPR033916	Npc2 like, ML domain
R148.6	IPR039670	Sterol transport protein NPC2-like
R151.10	IPR006439	HAD hydrolase, subfamily IA
R151.10	IPR023198	Phosphoglycolate phosphatase-like, domain 2
R151.10	IPR023214	HAD superfamily
R151.10	IPR036412	HAD-like superfamily
R151.10	IPR041492	Haloacid dehalogenase-like hydrolase
R151.10	IPR045228	Phosphatase Gpp1/Gpp2-like
R151.1a	IPR000719	Protein kinase domain
R151.1a	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
R151.1a	IPR008266	Tyrosine-protein kinase, active site
R151.1a	IPR011009	Protein kinase-like domain superfamily
R151.1a	IPR017441	Protein kinase, ATP binding site
R151.1a	IPR020635	Tyrosine-protein kinase, catalytic domain
R151.2d	IPR000836	Phosphoribosyltransferase domain
R151.2d	IPR000842	Phosphoribosyl pyrophosphate synthetase, conserved site
R151.2d	IPR005946	Ribose-phosphate pyrophosphokinase
R151.2d	IPR029057	Phosphoribosyltransferase-like
R151.2d	IPR029099	Ribose-phosphate pyrophosphokinase, N-terminal domain
R151.2d	IPR037515	Ribose-phosphate pyrophosphokinase, bacterial-type
R151.3	IPR000915	Large ribosomal subunit protein eL6
R151.3	IPR008991	Translation protein SH3-like domain superfamily
R151.3	IPR014722	Large ribosomal subunit protein uL2, domain 2
R151.3	IPR041997	Large ribosomal subunit protein eL6, KOW domain
R151.3	IPR049633	Large ribosomal subunit protein eL6, conserved site
R151.5a	IPR000742	EGF-like domain
R151.5a	IPR000859	CUB domain
R151.5a	IPR000884	Thrombospondin type-1 (TSP1) repeat
R151.5a	IPR001506	Peptidase M12A
R151.5a	IPR006026	Peptidase, metallopeptidase
R151.5a	IPR017050	Metallopeptidase, nematode
R151.5a	IPR024079	Metallopeptidase, catalytic domain superfamily
R151.5a	IPR034035	Astacin-like metallopeptidase domain
R151.5a	IPR035914	Spermadhesin, CUB domain superfamily
R151.5a	IPR036383	Thrombospondin type-1 (TSP1) repeat superfamily
R151.6	IPR007599	Derlin
R151.6	IPR035952	Rhomboid-like superfamily
R151.7a	IPR001404	Heat shock protein Hsp90 family
R151.7a	IPR003594	Histidine kinase/HSP90-like ATPase
R151.7a	IPR020568	Ribosomal protein uS5 domain 2-type superfamily
R151.7a	IPR020575	Heat shock protein Hsp90, N-terminal
R151.7a	IPR036890	Histidine kinase/HSP90-like ATPase superfamily
R151.7a	IPR037196	HSP90, C-terminal domain
R151.8	IPR001005	SANT/Myb domain
R151.9	IPR004127	Prefoldin alpha-like
R151.9	IPR009053	Prefoldin
R151.9	IPR011599	Prefoldin alpha subunit, archaea-type
R153.1d	IPR002073	3'5'-cyclic nucleotide phosphodiesterase, catalytic domain
R153.1d	IPR003607	HD/PDEase domain
R153.1d	IPR023088	3'5'-cyclic nucleotide phosphodiesterase
R153.1d	IPR023174	3'5'-cyclic nucleotide phosphodiesterase, conserved site
R153.1d	IPR036971	3'5'-cyclic nucleotide phosphodiesterase, catalytic domain superfamily
R153.1d	IPR040844	Phosphodiesterase 4 upstream conserved regions (UCR)
R155.1a	IPR004299	Membrane bound O-acyl transferase, MBOAT
R155.2	IPR000242	Tyrosine-specific protein phosphatase, PTPase domain
R155.2	IPR000387	Tyrosine-specific protein phosphatases domain
R155.2	IPR003125	Domain of unknown function WSN
R155.2	IPR003595	Protein-tyrosine phosphatase, catalytic
R155.2	IPR029021	Protein-tyrosine phosphatase-like
R155.3	IPR000242	Tyrosine-specific protein phosphatase, PTPase domain
R155.3	IPR000387	Tyrosine-specific protein phosphatases domain
R155.3	IPR003595	Protein-tyrosine phosphatase, catalytic
R155.3	IPR016130	Protein-tyrosine phosphatase, active site
R155.3	IPR029021	Protein-tyrosine phosphatase-like
R155.4	IPR003125	Domain of unknown function WSN
R160.1a	IPR001392	Clathrin adaptor, mu subunit
R160.1a	IPR011012	Longin-like domain superfamily
R160.1a	IPR018240	Clathrin adaptor, mu subunit, conserved site
R160.1a	IPR022775	AP complex, mu/sigma subunit
R160.1a	IPR028565	Mu homology domain
R160.1a	IPR036168	AP-2 complex subunit mu, C-terminal superfamily
R160.1a	IPR043512	Mu2, C-terminal domain
R160.1a	IPR043532	AP-2 complex subunit mu, N-terminal
R160.7	IPR000306	FYVE zinc finger
R160.7	IPR011011	Zinc finger, FYVE/PHD-type
R160.7	IPR013083	Zinc finger, RING/FYVE/PHD-type
R160.7	IPR017455	Zinc finger, FYVE-related
R160.7	IPR043269	Lateral signaling target protein 2, FYVE domain
R166.1a	IPR006988	Nab, N-terminal
R166.1a	IPR006989	NAB co-repressor, domain
R166.1a	IPR038398	NAB co-repressor domain 2 superfamily
R166.1a	IPR039040	NAB family
R166.2	IPR008429	Cleft lip and palate transmembrane 1
R166.3	IPR002733	AMMECR1 domain
R166.3	IPR023473	AMMECR1
R166.3	IPR027485	AMMECR1, N-terminal
R166.3	IPR036071	AMMECR1 domain superfamily
R166.4	IPR001680	WD40 repeat
R166.4	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
R166.4	IPR036322	WD40-repeat-containing domain superfamily
R166.4	IPR045227	WD repeat-containing protein WDR18/Ipi3/RID3
R166.5b	IPR000719	Protein kinase domain
R166.5b	IPR008271	Serine/threonine-protein kinase, active site
R166.5b	IPR011009	Protein kinase-like domain superfamily
R166.5b	IPR017441	Protein kinase, ATP binding site
R17.1	IPR001810	F-box domain
R17.1	IPR012885	F-box associated domain, type 2
R17.2	IPR005135	Endonuclease/exonuclease/phosphatase
R17.2	IPR036691	Endonuclease/exonuclease/phosphatase superfamily
R17.3a	IPR000884	Thrombospondin type-1 (TSP1) repeat
R17.3a	IPR001212	Somatomedin B domain
R17.3a	IPR036024	Somatomedin B-like domain superfamily
R17.3a	IPR036383	Thrombospondin type-1 (TSP1) repeat superfamily
R17.3a	IPR039942	Somatomedin-B and thrombospondin type-1 domain-containing protein
R17.3a	IPR044004	Spondin-like TSP1 domain
R173.1	IPR001148	Alpha carbonic anhydrase domain
R173.1	IPR018338	Carbonic anhydrase, alpha-class, conserved site
R173.1	IPR023561	Carbonic anhydrase, alpha-class
R173.1	IPR036398	Alpha carbonic anhydrase domain superfamily
R173.3	IPR002018	Carboxylesterase, type B
R173.3	IPR019819	Carboxylesterase type B, conserved site
R173.3	IPR029058	Alpha/Beta hydrolase fold
R186.1	IPR008551	Transport and Golgi organisation protein 2
R186.2a	IPR019421	7TM GPCR, serpentine receptor class d (Srd)
R186.3	IPR005225	Small GTP-binding protein domain
R186.3	IPR019009	Signal recognition particle receptor, beta subunit
R186.3	IPR027417	P-loop containing nucleoside triphosphate hydrolase
R186.4	IPR005110	MoeA, N-terminal and linker domain
R186.4	IPR036135	MoeA, N-terminal and linker domain superfamily
R186.4	IPR036425	MoaB/Mog-like domain superfamily
R186.4	IPR036688	MoeA, C-terminal, domain IV superfamily
R186.4	IPR038987	Molybdopterin biosynthesis protein MoeA-like
R186.5b	IPR000210	BTB/POZ domain
R186.5b	IPR003131	Potassium channel tetramerisation-type BTB domain
R186.5b	IPR003968	Potassium channel, voltage dependent, Kv
R186.5b	IPR003974	Potassium channel, voltage dependent, Kv3
R186.5b	IPR005821	Ion transport domain
R186.5b	IPR011333	SKP1/BTB/POZ domain superfamily
R186.5b	IPR027359	Voltage-dependent channel domain superfamily
R186.6	IPR001763	Rhodanese-like domain
R186.6	IPR036873	Rhodanese-like domain superfamily
R186.6	IPR045078	Sulfurtransferase TST/MPST-like
R186.7	IPR006786	Pinin/SDK/MemA protein
R186.7	IPR039853	Pinin
R186.8	IPR038584	Large ribosomal subunit protein bL33 superfamily
R193.2	IPR002035	von Willebrand factor, type A
R193.2	IPR036465	von Willebrand factor A-like domain superfamily
R31.1a	IPR001452	SH3 domain
R31.1a	IPR001589	Actinin-type actin-binding domain, conserved site
R31.1a	IPR001605	Pleckstrin homology domain, spectrin-type
R31.1a	IPR001715	Calponin homology domain
R31.1a	IPR001849	Pleckstrin homology domain
R31.1a	IPR002017	Spectrin repeat
R31.1a	IPR011993	PH-like domain superfamily
R31.1a	IPR018159	Spectrin/alpha-actinin
R31.1a	IPR036028	SH3-like domain superfamily
R31.1a	IPR036872	CH domain superfamily
R31.1a	IPR041681	Pleckstrin homology domain 9
R31.2a	IPR002110	Ankyrin repeat
R31.2a	IPR036770	Ankyrin repeat-containing domain superfamily
R31.2a	IPR039195	Ankyrin repeat domain-containing protein 40
R31.3	IPR029062	Class I glutamine amidotransferase-like
R31.3	IPR039975	Intraflagellar transport protein 52 homolog
R31.3	IPR048643	Intraflagellar transport protein 52, C-terminal domain
R52.1	IPR000210	BTB/POZ domain
R52.1	IPR002083	MATH/TRAF domain
R52.1	IPR008974	TRAF-like
R52.1	IPR011333	SKP1/BTB/POZ domain superfamily
R52.5	IPR003326	TRA-1 regulated
R52.6	IPR001507	Zona pellucida domain
R52.6	IPR003326	TRA-1 regulated
R52.7	IPR019422	7TM GPCR, serpentine receptor class h (Srh)
R52.9	IPR002083	MATH/TRAF domain
R52.9	IPR008974	TRAF-like
R53.1a	IPR001453	MoaB/Mog domain
R53.1a	IPR002500	Phosphoadenosine phosphosulphate reductase
R53.1a	IPR012183	FAD synthetase with the MoaB/Mog domain
R53.1a	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold
R53.1a	IPR036425	MoaB/Mog-like domain superfamily
R53.2	IPR018094	Thymidylate kinase
R53.2	IPR018095	Thymidylate kinase, conserved site
R53.2	IPR027417	P-loop containing nucleoside triphosphate hydrolase
R53.2	IPR039430	Thymidylate kinase-like domain
R53.3a	IPR013087	Zinc finger C2H2-type
R53.3a	IPR036236	Zinc finger C2H2 superfamily
R53.4	IPR019344	Mitochondrial F1-F0 ATP synthase subunit F, predicted
R53.5	IPR032801	Peroxiredoxin-like 2A/B/C
R53.5	IPR036249	Thioredoxin-like superfamily
R53.6	IPR005339	GINS complex, subunit Psf1
R53.6	IPR021151	GINS subunit, domain A
R53.6	IPR036224	GINS, helical bundle-like domain superfamily
R53.7b	IPR000644	CBS domain
R53.7b	IPR046342	CBS domain superfamily
R57.1a	IPR003137	PA domain
R57.1a	IPR007365	Transferrin receptor-like, dimerisation domain
R57.1a	IPR007484	Peptidase M28
R57.1a	IPR036757	Transferrin receptor-like, dimerisation domain superfamily
R57.1a	IPR039373	Transferrin receptor protein 1/Glutamate carboxypeptidase 2-like
R57.1a	IPR046450	PA domain superfamily
R57.2	IPR002602	Domain of unknown function DB
R74.1	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site
R74.1	IPR002300	Aminoacyl-tRNA synthetase, class Ia
R74.1	IPR004493	Leucyl-tRNA synthetase, class Ia, archaeal/eukaryotic cytosolic
R74.1	IPR009008	Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain
R74.1	IPR009080	Aminoacyl-tRNA synthetase, class Ia, anticodon-binding
R74.1	IPR013155	Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding
R74.1	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold
R74.1	IPR015413	Methionyl/Leucyl tRNA synthetase
R74.10	IPR008139	Saposin B type domain
R74.10	IPR011001	Saposin-like
R74.3a	IPR004827	Basic-leucine zipper domain
R74.3a	IPR046347	Basic-leucine zipper domain superfamily
R74.4b	IPR001623	DnaJ domain
R74.4b	IPR018253	DnaJ domain, conserved site
R74.4b	IPR036869	Chaperone J-domain superfamily
R74.5a	IPR000504	RNA recognition motif domain
R74.5a	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
R74.5a	IPR034237	FOX1, RNA recognition motif
R74.5a	IPR035979	RNA-binding domain superfamily
R74.5a	IPR047131	RNA binding protein fox-1 homolog 1-like
R74.6	IPR004405	Translation release factor pelota
R74.6	IPR005140	eRF1 domain 1/Pelota-like
R74.6	IPR005141	eRF1 domain 2
R74.6	IPR005142	eRF1 domain 3
R74.6	IPR029064	Ribosomal protein eL30-like superfamily
R74.6	IPR038069	Pelota/DOM34, N-terminal domain
R74.6	IPR042226	eRF1, domain 2 superfamily
R74.7	IPR002877	Ribosomal RNA methyltransferase, FtsJ domain
R74.7	IPR015507	Ribosomal RNA large subunit methyltransferase E
R74.7	IPR028590	tRNA (cytidine(32)/guanosine(34)-2-O)-methyltransferase TRM7
R74.7	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
R74.8a	IPR011042	Six-bladed beta-propeller, TolB-like
R90.1	IPR000719	Protein kinase domain
R90.1	IPR011009	Protein kinase-like domain superfamily
R90.1	IPR017441	Protein kinase, ATP binding site
R90.1	IPR047916	Tau-tubulin kinase homolog Asator-like, catalytic domain
R90.2	IPR001534	Transthyretin-like
R90.2	IPR038479	Transthyretin-like superfamily
R90.3	IPR001534	Transthyretin-like
R90.3	IPR038479	Transthyretin-like superfamily
R90.4	IPR001534	Transthyretin-like
R90.4	IPR038479	Transthyretin-like superfamily
R90.5a	IPR009050	Globin-like superfamily
R90.5a	IPR012292	Globin/Protoglobin
R90.5a	IPR044399	Myoglobin-like, M family globin domain
SSSD1.1a	IPR003598	Immunoglobulin subtype 2
SSSD1.1a	IPR003599	Immunoglobulin subtype
SSSD1.1a	IPR003961	Fibronectin type III
SSSD1.1a	IPR007110	Immunoglobulin-like domain
SSSD1.1a	IPR013151	Immunoglobulin
SSSD1.1a	IPR013783	Immunoglobulin-like fold
SSSD1.1a	IPR036116	Fibronectin type III superfamily
SSSD1.1a	IPR036179	Immunoglobulin-like domain superfamily
T01A4.1c	IPR000719	Protein kinase domain
T01A4.1c	IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase
T01A4.1c	IPR001170	Adenylyl cyclase class-4/guanylyl cyclase
T01A4.1c	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
T01A4.1c	IPR001828	Receptor, ligand binding region
T01A4.1c	IPR011009	Protein kinase-like domain superfamily
T01A4.1c	IPR018297	Adenylyl cyclase class-4/guanylyl cyclase, conserved site
T01A4.1c	IPR028082	Periplasmic binding protein-like I
T01A4.1c	IPR029787	Nucleotide cyclase
T01B10.1	IPR007284	Ground-like domain
T01B10.4a	IPR000536	Nuclear hormone receptor, ligand-binding domain
T01B10.4a	IPR001628	Zinc finger, nuclear hormone receptor-type
T01B10.4a	IPR001723	Nuclear hormone receptor
T01B10.4a	IPR013088	Zinc finger, NHR/GATA-type
T01B10.4a	IPR035500	Nuclear hormone receptor-like domain superfamily
T01B10.4a	IPR049636	Hepatocyte nuclear factor 4-like, DNA-binding domain
T01B11.1	IPR017452	GPCR, rhodopsin-like, 7TM
T01B11.2a	IPR005814	Aminotransferase class-III
T01B11.2a	IPR015421	Pyridoxal phosphate-dependent transferase, major domain
T01B11.2a	IPR015422	Pyridoxal phosphate-dependent transferase, small domain
T01B11.2a	IPR015424	Pyridoxal phosphate-dependent transferase
T01B11.2a	IPR049704	Aminotransferases class-III pyridoxal-phosphate attachment site
T01B11.3	IPR000727	Target SNARE coiled-coil homology domain
T01B11.3	IPR006011	Syntaxin, N-terminal domain
T01B11.3	IPR006012	Syntaxin/epimorphin, conserved site
T01B11.3	IPR010989	SNARE
T01B11.3	IPR045242	Syntaxin
T01B11.4	IPR002067	Mitochondrial carrier protein
T01B11.4	IPR002113	ADP/ATP carrier protein, eukaryotic type
T01B11.4	IPR018108	Mitochondrial substrate/solute carrier
T01B11.4	IPR023395	Mitochondrial carrier domain superfamily
T01B11.5a	IPR005828	Major facilitator, sugar transporter-like
T01B11.5a	IPR005829	Sugar transporter, conserved site
T01B11.5a	IPR020846	Major facilitator superfamily domain
T01B11.5a	IPR036259	MFS transporter superfamily
T01B11.7	IPR005828	Major facilitator, sugar transporter-like
T01B11.7	IPR005829	Sugar transporter, conserved site
T01B11.7	IPR020846	Major facilitator superfamily domain
T01B11.7	IPR036259	MFS transporter superfamily
T01B4.1	IPR003280	Two pore domain potassium channel
T01B4.1	IPR013099	Potassium channel domain
T01B4.2a	IPR003280	Two pore domain potassium channel
T01B4.2a	IPR013099	Potassium channel domain
T01B6.1	IPR026828	Suppressor APC domain-containing protein 1/2
T01B6.3a	IPR000644	CBS domain
T01B6.3a	IPR046342	CBS domain superfamily
T01B7.3	IPR001806	Small GTPase
T01B7.3	IPR005225	Small GTP-binding protein domain
T01B7.3	IPR027417	P-loop containing nucleoside triphosphate hydrolase
T01B7.3	IPR041833	Rab21
T01B7.4	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
T01B7.4	IPR020892	Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site
T01B7.4	IPR024936	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
T01B7.4	IPR029000	Cyclophilin-like domain superfamily
T01B7.5a	IPR007146	Sas10/Utp3/C1D
T01B7.5a	IPR018972	Sas10 C-terminal domain
T01B7.7	IPR002486	Nematode cuticle collagen, N-terminal
T01B7.7	IPR008160	Collagen triple helix repeat
T01C1.2	IPR007889	DNA binding HTH domain, Psq-type
T01C1.2	IPR009057	Homeobox-like domain superfamily
T01C2.1	IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase
T01C2.1	IPR018297	Adenylyl cyclase class-4/guanylyl cyclase, conserved site
T01C2.1	IPR029787	Nucleotide cyclase
T01C2.1	IPR030672	Adenylate cyclase
T01C2.1	IPR032628	Adenylate cyclase, N-terminal
T01C3.1	IPR001680	WD40 repeat
T01C3.1	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
T01C3.1	IPR020472	G-protein beta WD-40 repeat
T01C3.1	IPR036322	WD40-repeat-containing domain superfamily
T01C3.10a	IPR001320	Ionotropic glutamate receptor, C-terminal
T01C3.10a	IPR001508	Ionotropic glutamate receptor, metazoa
T01C3.10a	IPR001638	Solute-binding protein family 3/N-terminal domain of MltF
T01C3.10a	IPR001828	Receptor, ligand binding region
T01C3.10a	IPR015683	Ionotropic glutamate receptor
T01C3.10a	IPR019594	Ionotropic glutamate receptor, L-glutamate and glycine-binding domain
T01C3.10a	IPR028082	Periplasmic binding protein-like I
T01C3.2	IPR018783	Transcription factor, enhancer of yellow 2
T01C3.2	IPR038212	Transcription factor EnY2 superfamily
T01C3.3	IPR001841	Zinc finger, RING-type
T01C3.3	IPR013083	Zinc finger, RING/FYVE/PHD-type
T01C3.3	IPR017907	Zinc finger, RING-type, conserved site
T01C3.4	IPR002918	Lipase EstA/Esterase EstB
T01C3.4	IPR029058	Alpha/Beta hydrolase fold
T01C3.5	IPR000494	Receptor L-domain
T01C3.5	IPR036941	Receptor L-domain superfamily
T01C3.6	IPR000754	Small ribosomal subunit protein uS9
T01C3.6	IPR014721	Small ribosomal subunit protein uS5 domain 2-type fold, subgroup
T01C3.6	IPR020568	Ribosomal protein uS5 domain 2-type superfamily
T01C3.6	IPR020574	Small ribosomal subunit protein uS9, conserved site
T01C3.7	IPR000692	rRNA 2'-O-methyltransferase fibrillarin-like
T01C3.7	IPR020813	Fibrillarin, conserved site
T01C3.7	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
T01C4.1	IPR001002	Chitin-binding, type 1
T01C4.1	IPR001223	Glycoside hydrolase family 18, catalytic domain
T01C4.1	IPR001579	Glycosyl hydrolases family 18 (GH18) active site
T01C4.1	IPR010264	Plant self-incompatibility S1
T01C4.1	IPR011583	Chitinase II
T01C4.1	IPR017853	Glycoside hydrolase superfamily
T01C4.1	IPR018392	LysM domain
T01C4.1	IPR029070	Chitinase insertion domain superfamily
T01C4.1	IPR036779	LysM domain superfamily
T01C4.2c	IPR010558	Caenorhabditis elegans ly-6-related
T01C4.3	IPR017452	GPCR, rhodopsin-like, 7TM
T01C4.3	IPR019430	7TM GPCR, serpentine receptor class x (Srx)
T01C4.4	IPR017452	GPCR, rhodopsin-like, 7TM
T01C4.4	IPR019430	7TM GPCR, serpentine receptor class x (Srx)
T01C4.6	IPR017452	GPCR, rhodopsin-like, 7TM
T01C4.6	IPR019430	7TM GPCR, serpentine receptor class x (Srx)
T01C4.8	IPR001223	Glycoside hydrolase family 18, catalytic domain
T01C4.8	IPR017853	Glycoside hydrolase superfamily
T01C8.1b	IPR000719	Protein kinase domain
T01C8.1b	IPR008271	Serine/threonine-protein kinase, active site
T01C8.1b	IPR011009	Protein kinase-like domain superfamily
T01C8.1b	IPR017441	Protein kinase, ATP binding site
T01C8.1b	IPR028375	KA1 domain/Ssp2, C-terminal
T01C8.1b	IPR032270	AMPK, C-terminal adenylate sensor domain
T01C8.1b	IPR049020	PRKAA1/2, autoinhibitory domain
T01C8.5	IPR000796	Aspartate/other aminotransferase
T01C8.5	IPR004838	Aminotransferases, class-I, pyridoxal-phosphate-binding site
T01C8.5	IPR004839	Aminotransferase, class I/classII
T01C8.5	IPR015421	Pyridoxal phosphate-dependent transferase, major domain
T01C8.5	IPR015422	Pyridoxal phosphate-dependent transferase, small domain
T01C8.5	IPR015424	Pyridoxal phosphate-dependent transferase
T01C8.7	IPR001873	Epithelial sodium channel
T01C8.7	IPR004726	Degenerin
T01C8.7	IPR020903	Epithelial sodium channel, conserved site
T01D1.2l	IPR000504	RNA recognition motif domain
T01D1.2l	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
T01D1.2l	IPR034196	CELF1/2, RNA recognition motif 1
T01D1.2l	IPR035979	RNA-binding domain superfamily
T01D1.4a	IPR004313	Acireductone dioxygenase ARD family
T01D1.4a	IPR011051	RmlC-like cupin domain superfamily
T01D1.4a	IPR014710	RmlC-like jelly roll fold
T01D1.4a	IPR027496	Acireductone dioxygenase, eukaryotes
T01D1.5	IPR019428	7TM GPCR, serpentine receptor class r (Str)
T01D1.8b	IPR001507	Zona pellucida domain
T01D3.1b	IPR000742	EGF-like domain
T01D3.1b	IPR006626	Parallel beta-helix repeat
T01D3.1b	IPR011050	Pectin lyase fold/virulence factor
T01D3.1b	IPR012334	Pectin lyase fold
T01D3.1b	IPR013111	EGF-like domain, extracellular
T01D3.1b	IPR014756	Immunoglobulin E-set
T01D3.1b	IPR015919	Cadherin-like superfamily
T01D3.1b	IPR039448	Right handed beta helix domain
T01D3.2	IPR000014	PAS domain
T01D3.2	IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
T01D3.2	IPR013767	PAS fold
T01D3.2	IPR035965	PAS domain superfamily
T01D3.3b	IPR000716	Thyroglobulin type-1
T01D3.3b	IPR002919	Trypsin Inhibitor-like, cysteine rich domain
T01D3.3b	IPR036084	Serine protease inhibitor-like superfamily
T01D3.3b	IPR036423	Superoxide dismutase-like, copper/zinc binding domain superfamily
T01D3.3b	IPR036857	Thyroglobulin type-1 superfamily
T01D3.4a	IPR017452	GPCR, rhodopsin-like, 7TM
T01D3.4a	IPR019430	7TM GPCR, serpentine receptor class x (Srx)
T01D3.5	IPR003689	Zinc/iron permease
T01D3.5	IPR045891	Zinc transporter ZIP9
T01D3.6a	IPR000152	EGF-type aspartate/asparagine hydroxylation site
T01D3.6a	IPR000742	EGF-like domain
T01D3.6a	IPR001846	von Willebrand factor, type D domain
T01D3.6a	IPR001881	EGF-like calcium-binding domain
T01D3.6a	IPR002181	Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain
T01D3.6a	IPR002919	Trypsin Inhibitor-like, cysteine rich domain
T01D3.6a	IPR014716	Fibrinogen, alpha/beta/gamma chain, C-terminal globular, subdomain 1
T01D3.6a	IPR018097	EGF-like calcium-binding, conserved site
T01D3.6a	IPR036056	Fibrinogen-like, C-terminal
T01D3.6a	IPR036084	Serine protease inhibitor-like superfamily
T01E8.1	IPR006553	Leucine-rich repeat, cysteine-containing subtype
T01E8.1	IPR032675	Leucine-rich repeat domain superfamily
T01E8.2	IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
T01E8.2	IPR036638	Helix-loop-helix DNA-binding domain superfamily
T01E8.3	IPR000008	C2 domain
T01E8.3	IPR000909	Phosphatidylinositol-specific phospholipase C, X domain
T01E8.3	IPR000980	SH2 domain
T01E8.3	IPR001192	Phosphoinositide phospholipase C family
T01E8.3	IPR001452	SH3 domain
T01E8.3	IPR001711	Phospholipase C, phosphatidylinositol-specific, Y domain
T01E8.3	IPR001849	Pleckstrin homology domain
T01E8.3	IPR016279	Phosphatidylinositol-4, 5-bisphosphate phosphodiesterase gamma
T01E8.3	IPR017946	PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily
T01E8.3	IPR035023	PLC-gamma, C-terminal SH2 domain
T01E8.3	IPR035024	PLC-gamma, N-terminal SH2 domain
T01E8.3	IPR035892	C2 domain superfamily
T01E8.3	IPR036028	SH3-like domain superfamily
T01E8.3	IPR036860	SH2 domain superfamily
T01E8.4	IPR001680	WD40 repeat
T01E8.4	IPR001810	F-box domain
T01E8.4	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
T01E8.4	IPR036047	F-box-like domain superfamily
T01E8.4	IPR036322	WD40-repeat-containing domain superfamily
T01E8.5	IPR013633	siRNA-mediated silencing protein NRDE-2
T01E8.6	IPR001209	Small ribosomal subunit protein uS14
T01E8.7	IPR019422	7TM GPCR, serpentine receptor class h (Srh)
T01E8.9	IPR001012	UBX domain
T01E8.9	IPR029071	Ubiquitin-like domain superfamily
T01G1.1a	IPR001680	WD40 repeat
T01G1.1a	IPR001752	Kinesin motor domain
T01G1.1a	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
T01G1.1a	IPR019775	WD40 repeat, conserved site
T01G1.1a	IPR019821	Kinesin motor domain, conserved site
T01G1.1a	IPR027417	P-loop containing nucleoside triphosphate hydrolase
T01G1.1a	IPR027640	Kinesin-like protein
T01G1.1a	IPR036322	WD40-repeat-containing domain superfamily
T01G1.1a	IPR036961	Kinesin motor domain superfamily
T01G1.3	IPR001680	WD40 repeat
T01G1.3	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
T01G1.3	IPR036322	WD40-repeat-containing domain superfamily
T01G1.3	IPR040251	Protein transport protein SEC31-like
T01G1.4	IPR001441	Decaprenyl diphosphate synthase-like
T01G1.4	IPR018520	Di-trans-poly-cis-decaprenylcistransferase-like, conserved site
T01G1.4	IPR036424	Decaprenyl diphosphate synthase-like superfamily
T01G5.1	IPR000719	Protein kinase domain
T01G5.1	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
T01G5.1	IPR011009	Protein kinase-like domain superfamily
T01G5.2	IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase
T01G5.2	IPR035595	UDP-glycosyltransferase family, conserved site
T01G5.3	IPR019423	7TM GPCR, serpentine receptor class j (Srj)
T01G5.4	IPR004950	Protein of unknown function DUF267, Caenorhabditis species
T01G5.5	IPR019428	7TM GPCR, serpentine receptor class r (Str)
T01G5.6	IPR019428	7TM GPCR, serpentine receptor class r (Str)
T01G5.7	IPR001841	Zinc finger, RING-type
T01G5.7	IPR013083	Zinc finger, RING/FYVE/PHD-type
T01G5.7	IPR017907	Zinc finger, RING-type, conserved site
T01G6.1	IPR002347	Short-chain dehydrogenase/reductase SDR
T01G6.1	IPR020904	Short-chain dehydrogenase/reductase, conserved site
T01G6.1	IPR036291	NAD(P)-binding domain superfamily
T01G6.10	IPR002347	Short-chain dehydrogenase/reductase SDR
T01G6.10	IPR020904	Short-chain dehydrogenase/reductase, conserved site
T01G6.10	IPR036291	NAD(P)-binding domain superfamily
T01G6.2a	IPR000536	Nuclear hormone receptor, ligand-binding domain
T01G6.2a	IPR001628	Zinc finger, nuclear hormone receptor-type
T01G6.2a	IPR013088	Zinc finger, NHR/GATA-type
T01G6.2a	IPR035500	Nuclear hormone receptor-like domain superfamily
T01G6.3	IPR019428	7TM GPCR, serpentine receptor class r (Str)
